OrignalFilnavn;NytFilnavn;Gruppe;Undergruppe;Branche;Coincidence;Status
Tyveri ved brug af udleveret nøgle.aspx;Tyveri ved brug af udleveret nøgle.aspx;Vilkårenes afsnit 3. Indbrudstyveri;;Indbo;False;Success
Tyveri, hvor gerningstidspunktet strækker sig over flere måneder.aspx;Tyveri, hvor gerningstidspunktet strækker sig over flere måneder.aspx;Vilkårenes afsnit 4. Simpelt tyveri - Generelt;;Indbo;False;Success
Tyveri, når gerningstidspunktet strækker sig over flere måneder.aspx;Tyveri, når gerningstidspunktet strækker sig over flere måneder.aspx;Vilkårenes afsnit 3. Indbrudstyveri;;Indbo;False;Success
Tyverialarm.aspx;IndboTyverialarm.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;True;Success
Tøbrud.aspx;IndboTøbrud.aspx;Vilkårenes afsnit 10. Storm - voldsomt sky- og tøbrud - snetryk;;Indbo;True;Success
Udbetaling af erstatning ved samlivsophør - skilsmisse - udeboende børn - Dødsfald (Boet efter).aspx;Udbetaling af erstatning ved samlivsophør - skilsmisse - udeboende børn - Dødsfald (Boet efter).aspx;Erstatningsopgørelse;;Indbo;False;Success
Udeboende børn, der midlertidig bor hos medlem.aspx;Udeboende børn, der midlertidig bor hos medlem.aspx;Vilkårenes afsnit 1.B. Hvem dækker forsikringen;;Indbo;False;Success
Udendørs krukker med store planter.aspx;Udendørs krukker med store planter.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo;False;Success
Udenlandske cykler - produktionsnummer - ingen stelnummer.aspx;Udenlandske cykler - produktionsnummer - ingen stelnummer.aspx;Erstatningsopgørelse;;Indbo;False;Success
Udenlandske smykker.aspx;Udenlandske smykker.aspx;Erstatningsopgørelse;;Indbo;False;Success
Udlejningsdækning i sommerhusvilkårene.aspx;Udlejningsdækning i sommerhusvilkårene.aspx;Sommerhusforsikringen;;Indbo;False;Success
Udlevering af sagsakter til politiet.aspx;Udlevering af sagsakter til politiet.aspx;Forretningsgang;;Indbo;False;Success
Udredningssager - svindelsager.aspx;Udredningssager - svindelsager.aspx;Forretningsgang;;Indbo;False;Success
Udtørringsskade efter affugtning.aspx;Udtørringsskade efter affugtning.aspx;Vilkårenes afsnit 18. Pludselig skade;;Indbo;False;Success
Underforsikring - hvornår gøres det gældende.aspx;Underforsikring - hvornår gøres det gældende.aspx;Erstatningsopgørelse;;Indbo;False;Success
Underslæb.aspx;Underslæb.aspx;Vilkårenes afsnit 4. Simpelt tyveri - Generelt;;Indbo;False;Success
Undersøgelsesudgifter.aspx;Undersøgelsesudgifter.aspx;Erstatningsopgørelse;;Indbo;False;Success
Undtagelsesbestemmelsen - Almindelig brug.aspx;Undtagelsesbestemmelsen - Almindelig brug.aspx;Vilkårenes afsnit 19. El-skade og elektronikdækning;;Indbo;False;Success
Undtagelsesbestemmelsen - Forsikringen dækker ikke skade der er dækket eller undtaget andetsteds i forsikringen.aspx;Undtagelsesbestemmelsen - Forsikringen dækker ikke skade der er dækket eller undtaget andetsteds i forsikringen.aspx;Vilkårenes afsnit 19. El-skade og elektronikdækning;;Indbo;False;Success
Vandcykel.aspx;Vandcykel.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Vandskader fra beholdere under 20 liter.aspx;Vandskader fra beholdere under 20 liter.aspx;Vilkårenes afsnit 18. Pludselig skade;;Indbo;False;Success
Vare - Køb på prøve.aspx;Vare - Køb på prøve.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Vask i køkken, bryggers mm.aspx;IndboVask i køkken, bryggers mm.aspx;Vilkårenes afsnit 20. Glas og sanitet;;Indbo;True;Success
Vasketøj ødelagt ved kogning.aspx;Vasketøj ødelagt ved kogning.aspx;Vilkårenes afsnit 18. Pludselig skade;;Indbo;False;Success
Væggelus.aspx;Væggelus.aspx;Vilkårenes afsnit 13. Rejsegods;;Indbo;False;Success
Værdiforringelseserstatning - 50 procent regel.aspx;Værdiforringelseserstatning - 50 procent regel.aspx;Erstatningsopgørelse;;Indbo;False;Success
Våben og ammunition.aspx;Våben og ammunition.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Ædelstene, herunder rav.aspx;Ædelstene, herunder rav.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Ægte tæpper.aspx;Ægte tæpper.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo;False;Success
Ældre forsikringsvilkår.aspx;Ældre forsikringsvilkår.aspx;Erstatningsopgørelse;;Indbo;False;Success
Ændret forklaring.aspx;Ændret forklaring.aspx;Diverse;;Indbo;False;Success
Æresmedlemmer.aspx;Æresmedlemmer.aspx;Erstatningsopgørelse;;Indbo;False;Success
